,amount,branch_type,category,da_id,hospital_area,hospital_code,hospital_name,indicator,total,Special_Type,SPECIAL_ID,overall_district,overall,year
253,38.0000,1,診所                ,114,新北市五股區,3531151562,嘉安小兒科診所,17.51%,217.0000,4,0,0.4193,0.4553,2022
254,69.0000,1,診所                ,114,新北市板橋區,3531017217,板橋長榮診所,32.09%,215.0000,4,0,0.4193,0.4553,2022
255,32.0000,1,診所                ,114,新北市土城區,3531132718,土城劉內科診所,15.02%,213.0000,4,0,0.4193,0.4553,2022
256,47.0000,1,診所                ,114,新北市土城區,3531133699,上承診所,22.07%,213.0000,4,0,0.4193,0.4553,2022
257,24.0000,1,診所                ,114,新北市板橋區,3531016915,進益診所,11.27%,213.0000,4,0,0.4193,0.4553,2022
258,24.0000,1,診所                ,114,新北市新莊區,3531066415,家貞診所,11.27%,213.0000,4,0,0.4193,0.4553,2022
259,38.0000,1,診所                ,114,新北市新店區,3531053918,康禾診所,17.84%,213.0000,4,0,0.4193,0.4553,2022
260,100.0000,1,診所                ,114,新北市汐止區,3531110856,吳宗憲診所,46.95%,213.0000,4,0,0.4193,0.4553,2022
261,85.0000,1,診所                ,114,新北市烏來區,2331290014,新北市烏來區衛生所,40.09%,212.0000,4,0,0.4193,0.4553,2022
262,42.0000,1,診所                ,114,新北市泰山區,3531161773,永安診所,19.81%,212.0000,4,0,0.4193,0.4553,2022
263,124.0000,1,診所                ,114,新北市泰山區,2331160011,新北市泰山區衛生所,58.77%,211.0000,4,0,0.4193,0.4553,2022
264,53.0000,1,診所                ,114,新北市中和區,3531046299,聖心診所,25.12%,211.0000,4,0,0.4193,0.4553,2022
265,26.0000,1,診所                ,114,新北市永和區,3531033685,黎新彬診所,12.44%,209.0000,4,0,0.4193,0.4553,2022
266,27.0000,1,診所                ,114,新北市汐止區,3531112618,福德診所,12.92%,209.0000,4,0,0.4193,0.4553,2022
267,145.0000,1,診所                ,114,新北市蘆洲區,2331140019,新北市蘆洲區衛生所,69.71%,208.0000,4,0,0.4193,0.4553,2022
268,109.0000,1,診所                ,114,新北市雙溪區,2331250010,新北市雙溪區衛生所,52.4%,208.0000,4,0,0.4193,0.4553,2022
269,43.0000,1,診所                ,114,新北市土城區,3531133608,大昌診所,20.77%,207.0000,4,0,0.4193,0.4553,2022
270,94.0000,1,診所                ,114,新北市板橋區,3531015490,連建安診所,45.63%,206.0000,4,0,0.4193,0.4553,2022
271,23.0000,1,診所                ,114,新北市土城區,3531131140,泰康診所,11.22%,205.0000,4,0,0.4193,0.4553,2022
272,132.0000,1,診所                ,114,新北市汐止區,2331110011,新北市汐止區衛生所,64.39%,205.0000,4,0,0.4193,0.4553,2022
273,25.0000,1,診所                ,114,新北市板橋區,3531013012,余立俊診所,12.38%,202.0000,4,0,0.4193,0.4553,2022
274,45.0000,1,診所                ,114,新北市蘆洲區,3531142661,昱明診所,22.39%,201.0000,4,0,0.4193,0.4553,2022
275,61.0000,1,診所                ,114,新北市中和區,3531042095,澤生診所,30.35%,201.0000,4,0,0.4193,0.4553,2022
276,48.0000,1,診所                ,114,新北市板橋區,3531017574,建明診所,23.88%,201.0000,4,0,0.4193,0.4553,2022
277,23.0000,1,診所                ,114,新北市蘆洲區,3531143480,弘一診所,11.44%,201.0000,4,0,0.4193,0.4553,2022
278,21.0000,1,診所                ,114,新北市五股區,3531151651,德音診所,10.45%,201.0000,4,0,0.4193,0.4553,2022
279,28.0000,1,診所                ,114,新北市板橋區,3531013138,板聯診所,14%,200.0000,4,0,0.4193,0.4553,2022
280,28.0000,1,診所                ,114,新北市三重區,3531025718,康歆診所,14%,200.0000,4,0,0.4193,0.4553,2022
281,29.0000,1,診所                ,114,新北市蘆洲區,3531143953,宜興診所,14.5%,200.0000,4,0,0.4193,0.4553,2022
282,25.0000,1,診所                ,114,新北市板橋區,2631010021,板橋榮譽國民之家醫務室,12.56%,199.0000,4,0,0.4193,0.4553,2022
283,15.0000,1,診所                ,114,新北市新莊區,3531061974,張昱錦診所,7.54%,199.0000,4,0,0.4193,0.4553,2022
284,27.0000,1,診所                ,114,新北市板橋區,3531018839,晨益診所,13.57%,199.0000,4,0,0.4193,0.4553,2022
285,40.0000,1,診所                ,114,新北市蘆洲區,3531143695,蘆洲集賢耳鼻喉科診所,20.3%,197.0000,4,0,0.4193,0.4553,2022
286,29.0000,1,診所                ,114,新北市三峽區,3531092040,杏宜診所,14.95%,194.0000,4,0,0.4193,0.4553,2022
287,18.0000,1,診所                ,114,新北市蘆洲區,3531143800,健侒診所,9.28%,194.0000,4,0,0.4193,0.4553,2022
288,27.0000,1,診所                ,114,新北市新莊區,3531061492,鄭安雄診所,13.99%,193.0000,4,0,0.4193,0.4553,2022
289,35.0000,1,診所                ,114,新北市新莊區,3531066586,立丞診所,18.23%,192.0000,4,0,0.4193,0.4553,2022
290,38.0000,1,診所                ,114,新北市新店區,3531053909,瑞安耳鼻喉科診所,19.79%,192.0000,4,0,0.4193,0.4553,2022
291,40.0000,1,診所                ,114,新北市新店區,3531053954,張振榕診所,20.83%,192.0000,4,0,0.4193,0.4553,2022
292,38.0000,1,診所                ,114,新北市土城區,3531133420,裕立診所,19.9%,191.0000,4,0,0.4193,0.4553,2022
293,18.0000,1,診所                ,114,新北市瑞芳區,3531121528,康橋診所,9.42%,191.0000,4,0,0.4193,0.4553,2022
294,47.0000,1,診所                ,114,新北市永和區,3531031289,洪源裕小兒科診所,24.61%,191.0000,4,0,0.4193,0.4553,2022
295,45.0000,1,診所                ,114,新北市林口區,3531171493,仁邦診所,23.56%,191.0000,4,0,0.4193,0.4553,2022
296,26.0000,1,診所                ,114,新北市蘆洲區,3531142536,群安診所,13.76%,189.0000,4,0,0.4193,0.4553,2022
297,91.0000,1,診所                ,114,新北市新店區,2331050010,新北市新店區衛生所,48.4%,188.0000,4,0,0.4193,0.4553,2022
298,10.0000,1,診所                ,114,新北市板橋區,3531016906,吉仁醫病相談診所,5.32%,188.0000,4,0,0.4193,0.4553,2022
299,21.0000,1,診所                ,114,新北市新莊區,3531066433,軒禾診所,11.17%,188.0000,4,0,0.4193,0.4553,2022
300,68.0000,1,診所                ,114,新北市淡水區,3531100047,黃秋陽診所,36.17%,188.0000,4,0,0.4193,0.4553,2022
301,22.0000,1,診所                ,114,新北市土城區,3531130750,張國樑診所,11.76%,187.0000,4,0,0.4193,0.4553,2022
302,22.0000,1,診所                ,114,新北市瑞芳區,3531121546,福康診所,11.83%,186.0000,4,0,0.4193,0.4553,2022
303,115.0000,1,診所                ,114,新北市新莊區,2331060016,新北市新莊區衛生所,62.16%,185.0000,4,0,0.4193,0.4553,2022
304,74.0000,1,診所                ,114,新北市新莊區,3531066595,加恩診所,40%,185.0000,4,0,0.4193,0.4553,2022
305,92.0000,1,診所                ,114,新北市新莊區,3531065141,安庚內科診所,50%,184.0000,4,0,0.4193,0.4553,2022
306,42.0000,1,診所                ,114,新北市新莊區,3531061214,志豪診所,22.95%,183.0000,4,0,0.4193,0.4553,2022
307,17.0000,1,診所                ,114,新北市板橋區,3531015918,張明輝內科診所,9.34%,182.0000,4,0,0.4193,0.4553,2022
308,21.0000,1,診所                ,114,新北市三峽區,3531090055,主恩診所,11.6%,181.0000,4,0,0.4193,0.4553,2022
309,26.0000,1,診所                ,114,新北市三峽區,3531092157,中園診所,14.44%,180.0000,4,0,0.4193,0.4553,2022
310,21.0000,1,診所                ,114,新北市新莊區,3531065221,和新診所,11.73%,179.0000,4,0,0.4193,0.4553,2022
311,65.0000,1,診所                ,114,新北市板橋區,3531019934,明品診所,36.52%,178.0000,4,0,0.4193,0.4553,2022
312,29.0000,1,診所                ,114,新北市土城區,3531133484,立吉診所,16.67%,174.0000,4,0,0.4193,0.4553,2022
313,28.0000,1,診所                ,114,新北市板橋區,3531018786,安欣診所,16.09%,174.0000,4,0,0.4193,0.4553,2022
314,26.0000,1,診所                ,114,新北市蘆洲區,3531143864,禾峰診所,14.94%,174.0000,4,0,0.4193,0.4553,2022
315,20.0000,1,診所                ,114,新北市瑞芳區,3531120343,瑞聯診所,11.56%,173.0000,4,0,0.4193,0.4553,2022
316,16.0000,1,診所                ,114,新北市三重區,3531025889,宏生診所,9.3%,172.0000,4,0,0.4193,0.4553,2022
317,25.0000,1,診所                ,114,新北市蘆洲區,3531143275,福田診所,14.62%,171.0000,4,0,0.4193,0.4553,2022
318,29.0000,1,診所                ,114,新北市汐止區,3531113437,宏澤診所,16.96%,171.0000,4,0,0.4193,0.4553,2022
319,114.0000,1,診所                ,114,新北市林口區,2331170017,新北市林口區衛生所,66.67%,171.0000,4,0,0.4193,0.4553,2022
320,24.0000,1,診所                ,114,新北市中和區,3531041623,吳嘉生診所,14.04%,171.0000,4,0,0.4193,0.4553,2022
321,29.0000,1,診所                ,114,新北市淡水區,3531104992,淡海診所,16.96%,171.0000,4,0,0.4193,0.4553,2022
322,24.0000,1,診所                ,114,新北市土城區,3531130741,歐家庭醫學科診所,14.12%,170.0000,4,0,0.4193,0.4553,2022
323,35.0000,1,診所                ,114,新北市中和區,3531046280,健和診所,20.59%,170.0000,4,0,0.4193,0.4553,2022
324,34.0000,1,診所                ,114,新北市板橋區,3531017010,陳榮泰小兒科診所,20.24%,168.0000,4,0,0.4193,0.4553,2022
325,17.0000,1,診所                ,114,新北市泰山區,3531160294,康泰診所,10.12%,168.0000,4,0,0.4193,0.4553,2022
326,29.0000,1,診所                ,114,新北市淡水區,3531104901,梁衛賓診所,17.37%,167.0000,4,0,0.4193,0.4553,2022
327,26.0000,1,診所                ,114,新北市林口區,3531171304,宏愛診所,15.57%,167.0000,4,0,0.4193,0.4553,2022
328,111.0000,1,診所                ,114,新北市坪林區,2331200010,新北市坪林區衛生所,67.27%,165.0000,4,0,0.4193,0.4553,2022
329,34.0000,1,診所                ,114,新北市新莊區,3531064019,宏祐診所,20.61%,165.0000,4,0,0.4193,0.4553,2022
330,24.0000,1,診所                ,114,新北市板橋區,3531018900,臣雄診所,14.63%,164.0000,4,0,0.4193,0.4553,2022
331,23.0000,1,診所                ,114,新北市汐止區,3531110972,湖前診所,14.11%,163.0000,4,0,0.4193,0.4553,2022
332,118.0000,1,診所                ,114,新北市永和區,2331030018,新北市永和區衛生所,73.75%,160.0000,4,0,0.4193,0.4553,2022
333,57.0000,1,診所                ,114,新北市板橋區,3531017207,仁佑耳鼻喉科診所,35.63%,160.0000,4,0,0.4193,0.4553,2022
334,23.0000,1,診所                ,114,新北市新莊區,3531065945,昌明耳鼻喉科診所,14.38%,160.0000,4,0,0.4193,0.4553,2022
335,16.0000,1,診所                ,114,新北市新莊區,3531064091,黃宏立診所,10.06%,159.0000,4,0,0.4193,0.4553,2022
336,33.0000,1,診所                ,114,新北市板橋區,3531015954,當代聯合診所,20.75%,159.0000,4,0,0.4193,0.4553,2022
337,22.0000,1,診所                ,114,新北市深坑區,3531180152,林振得診所,13.84%,159.0000,4,0,0.4193,0.4553,2022
338,65.0000,1,診所                ,114,新北市萬里區,2331280018,新北市萬里區衛生所,41.14%,158.0000,4,0,0.4193,0.4553,2022
339,25.0000,1,診所                ,114,新北市板橋區,3531012613,後埔永江診所,15.82%,158.0000,4,0,0.4193,0.4553,2022
340,23.0000,1,診所                ,114,新北市新店區,3531052715,和成診所,14.56%,158.0000,4,0,0.4193,0.4553,2022
341,101.0000,1,診所                ,114,新北市五股區,2331150015,新北市五股區衛生所,65.16%,155.0000,4,0,0.4193,0.4553,2022
342,95.0000,1,診所                ,114,新北市蘆洲區,3531140943,蘆洲成功耳鼻喉科診所,61.69%,154.0000,4,0,0.4193,0.4553,2022
343,27.0000,1,診所                ,114,新北市新莊區,3531061009,王中煌診所,17.53%,154.0000,4,0,0.4193,0.4553,2022
344,21.0000,1,診所                ,114,新北市三重區,3531026635,華謙家醫科診所,13.64%,154.0000,4,0,0.4193,0.4553,2022
345,25.0000,1,診所                ,114,新北市板橋區,3531018928,仁禾診所,16.23%,154.0000,4,0,0.4193,0.4553,2022
346,17.0000,1,診所                ,114,新北市三峽區,3531091838,如原診所,11.04%,154.0000,4,0,0.4193,0.4553,2022
347,29.0000,1,診所                ,114,新北市三重區,3531022664,良安診所,19.33%,150.0000,4,0,0.4193,0.4553,2022
348,42.0000,1,診所                ,114,新北市中和區,3531042531,康萊診所,28%,150.0000,4,0,0.4193,0.4553,2022
349,27.0000,1,診所                ,114,新北市土城區,3531130189,郭海昌診所,18.24%,148.0000,4,0,0.4193,0.4553,2022
350,33.0000,1,診所                ,114,新北市新莊區,3531066737,宜新診所,22.45%,147.0000,4,0,0.4193,0.4553,2022
351,17.0000,1,診所                ,114,新北市三重區,3531022995,游奐倫診所,11.64%,146.0000,4,0,0.4193,0.4553,2022
352,33.0000,1,診所                ,114,新北市板橋區,3531012668,幼華診所,22.76%,145.0000,4,0,0.4193,0.4553,2022
353,21.0000,1,診所                ,114,新北市汐止區,3531110687,宏彬診所,14.48%,145.0000,4,0,0.4193,0.4553,2022
354,16.0000,1,診所                ,114,新北市板橋區,3531016924,成安診所,11.19%,143.0000,4,0,0.4193,0.4553,2022
355,29.0000,1,診所                ,114,新北市新莊區,3531064617,家泰耳鼻喉科診所,20.42%,142.0000,4,0,0.4193,0.4553,2022
356,19.0000,1,診所                ,114,新北市汐止區,3531112083,佳祥診所,13.48%,141.0000,4,0,0.4193,0.4553,2022
357,14.0000,1,診所                ,114,新北市中和區,3531045336,宜宏泌尿科內科診所,9.93%,141.0000,4,0,0.4193,0.4553,2022
358,14.0000,1,診所                ,114,新北市泰山區,3531161497,葆安診所,9.93%,141.0000,4,0,0.4193,0.4553,2022
359,11.0000,1,診所                ,114,新北市瑞芳區,3531120183,詠安診所,7.86%,140.0000,4,0,0.4193,0.4553,2022
360,29.0000,1,診所                ,114,新北市淡水區,3531105266,宜禾診所,20.71%,140.0000,4,0,0.4193,0.4553,2022
361,19.0000,1,診所                ,114,新北市三重區,3531022717,智信診所,13.67%,139.0000,4,0,0.4193,0.4553,2022
362,12.0000,1,診所                ,114,新北市永和區,3531033201,崇恩診所,8.63%,139.0000,4,0,0.4193,0.4553,2022
363,74.0000,1,診所                ,114,新北市土城區,2331130013,新北市土城區衛生所,53.62%,138.0000,4,0,0.4193,0.4553,2022
364,30.0000,1,診所                ,114,新北市板橋區,3531018526,品安診所,21.74%,138.0000,4,0,0.4193,0.4553,2022
365,17.0000,1,診所                ,114,新北市新店區,3531052966,佑康聯合診所,12.32%,138.0000,4,0,0.4193,0.4553,2022
366,20.0000,1,診所                ,114,新北市八里區,3531230086,施世明診所,14.49%,138.0000,4,0,0.4193,0.4553,2022
367,22.0000,1,診所                ,114,新北市蘆洲區,3531143686,蘆洲現代耳鼻喉科診所,15.94%,138.0000,4,0,0.4193,0.4553,2022
368,14.0000,1,診所                ,114,新北市瑞芳區,3531120076,簡診所,10.37%,135.0000,4,0,0.4193,0.4553,2022
369,24.0000,1,診所                ,114,新北市泰山區,3531161657,明泰診所,17.91%,134.0000,4,0,0.4193,0.4553,2022
370,18.0000,1,診所                ,114,新北市永和區,3531030264,蕭正貴小兒科家庭醫學科診所,13.64%,132.0000,4,0,0.4193,0.4553,2022
371,19.0000,1,診所                ,114,新北市鶯歌區,3531081734,新英診所,14.5%,131.0000,4,0,0.4193,0.4553,2022
372,31.0000,1,診所                ,114,新北市汐止區,3531113366,育和診所,23.85%,130.0000,4,0,0.4193,0.4553,2022
373,18.0000,1,診所                ,114,新北市新莊區,3531061983,健佑診所,13.85%,130.0000,4,0,0.4193,0.4553,2022
374,17.0000,1,診所                ,114,新北市中和區,3531042317,晟恩診所,13.18%,129.0000,4,0,0.4193,0.4553,2022
375,25.0000,1,診所                ,114,新北市中和區,3531042291,雙怡診所,19.38%,129.0000,4,0,0.4193,0.4553,2022
376,14.0000,1,診所                ,114,新北市汐止區,3531112323,許至仁診所,10.85%,129.0000,4,0,0.4193,0.4553,2022
377,13.0000,1,診所                ,114,新北市三重區,3531025674,惟新診所,10.16%,128.0000,4,0,0.4193,0.4553,2022
378,86.0000,1,診所                ,114,新北市平溪區,2331240014,新北市平溪區衛生所,67.72%,127.0000,4,0,0.4193,0.4553,2022
379,17.0000,1,診所                ,114,新北市新莊區,3531065196,嘉泰耳鼻喉科診所,13.49%,126.0000,4,0,0.4193,0.4553,2022
380,68.0000,1,診所                ,114,新北市萬里區,3531281172,享悅診所,53.97%,126.0000,4,0,0.4193,0.4553,2022
381,81.0000,1,診所                ,114,新北市石門區,2331220012,新北市石門區衛生所,64.8%,125.0000,4,0,0.4193,0.4553,2022
382,17.0000,1,診所                ,114,新北市板橋區,3531010557,徐內科小兒科診所,13.6%,125.0000,4,0,0.4193,0.4553,2022
383,22.0000,1,診所                ,114,新北市土城區,3531130358,賴家庭醫學科診所,17.74%,124.0000,4,0,0.4193,0.4553,2022
384,22.0000,1,診所                ,114,新北市永和區,3531032053,惠生聯合診所,17.74%,124.0000,4,0,0.4193,0.4553,2022
385,24.0000,1,診所                ,114,新北市板橋區,3531017396,翠豐診所,19.35%,124.0000,4,0,0.4193,0.4553,2022
386,11.0000,1,診所                ,114,新北市林口區,3531171671,德林診所,8.87%,124.0000,4,0,0.4193,0.4553,2022
387,23.0000,1,診所                ,114,新北市永和區,3531031985,和信診所,18.7%,123.0000,4,0,0.4193,0.4553,2022
388,19.0000,1,診所                ,114,新北市新莊區,3531066568,張博堯診所,15.45%,123.0000,4,0,0.4193,0.4553,2022
389,16.0000,1,診所                ,114,新北市中和區,3531041301,張維發診所,13.01%,123.0000,4,0,0.4193,0.4553,2022
390,10.0000,1,診所                ,114,新北市三重區,3531026242,政義診所,8.13%,123.0000,4,0,0.4193,0.4553,2022
391,23.0000,1,診所                ,114,新北市汐止區,3531110927,元泰診所,18.7%,123.0000,4,0,0.4193,0.4553,2022
392,38.0000,1,診所                ,114,新北市土城區,3531132530,康合診所,31.15%,122.0000,4,0,0.4193,0.4553,2022
393,12.0000,1,診所                ,114,新北市新莊區,3531060084,陳一隆內科小兒科診所,9.92%,121.0000,4,0,0.4193,0.4553,2022
394,20.0000,1,診所                ,114,新北市永和區,3531035018,醫憲診所,16.53%,121.0000,4,0,0.4193,0.4553,2022
395,21.0000,1,診所                ,114,新北市淡水區,3531100234,陳世芳診所,17.36%,121.0000,4,0,0.4193,0.4553,2022
396,24.0000,1,診所                ,114,新北市三重區,3531020884,洪文武診所,20%,120.0000,4,0,0.4193,0.4553,2022
397,18.0000,1,診所                ,114,新北市板橋區,3531012097,佑幼小兒科診所,15%,120.0000,4,0,0.4193,0.4553,2022
398,26.0000,1,診所                ,114,新北市新店區,3531054291,睿安診所,21.67%,120.0000,4,0,0.4193,0.4553,2022
399,20.0000,1,診所                ,114,新北市板橋區,3531019176,蔡明志小兒專科診所,16.81%,119.0000,4,0,0.4193,0.4553,2022
400,12.0000,1,診所                ,114,新北市中和區,3531044437,佳新小兒科診所,10.08%,119.0000,4,0,0.4193,0.4553,2022
401,12.0000,1,診所                ,114,新北市土城區,3531132656,新明診所,10.17%,118.0000,4,0,0.4193,0.4553,2022
402,13.0000,1,診所                ,114,新北市瑞芳區,3531121573,偉文診所,11.02%,118.0000,4,0,0.4193,0.4553,2022
403,8.0000,1,診所                ,114,新北市三重區,3531026420,皇嘉耳鼻喉科診所,6.78%,118.0000,4,0,0.4193,0.4553,2022
404,25.0000,1,診所                ,114,新北市永和區,3531035134,杏福診所,21.19%,118.0000,4,0,0.4193,0.4553,2022
405,16.0000,1,診所                ,114,新北市鶯歌區,3531080433,康健家庭醫學科診所,13.56%,118.0000,4,0,0.4193,0.4553,2022
406,19.0000,1,診所                ,114,新北市新店區,3531053150,聖新診所,16.1%,118.0000,4,0,0.4193,0.4553,2022
407,14.0000,1,診所                ,114,新北市三重區,3531026402,三重華泰診所,11.97%,117.0000,4,0,0.4193,0.4553,2022
408,23.0000,1,診所                ,114,新北市中和區,3531046217,中和國泰診所,19.66%,117.0000,4,0,0.4193,0.4553,2022
409,11.0000,1,診所                ,114,新北市中和區,3531044106,美和診所,9.4%,117.0000,4,0,0.4193,0.4553,2022
410,10.0000,1,診所                ,114,新北市鶯歌區,3531081663,金鶯診所,8.55%,117.0000,4,0,0.4193,0.4553,2022
411,16.0000,1,診所                ,114,新北市三重區,3531022557,吾佳診所,13.79%,116.0000,4,0,0.4193,0.4553,2022
412,26.0000,1,診所                ,114,新北市新店區,3531053801,新店六順診所,22.41%,116.0000,4,0,0.4193,0.4553,2022
413,11.0000,1,診所                ,114,新北市新莊區,3531065133,禾欣診所,9.48%,116.0000,4,0,0.4193,0.4553,2022
414,23.0000,1,診所                ,114,新北市林口區,3531171439,黃紹基診所,19.83%,116.0000,4,0,0.4193,0.4553,2022
415,12.0000,1,診所                ,114,新北市泰山區,3531161531,楓江診所,10.34%,116.0000,4,0,0.4193,0.4553,2022
416,17.0000,1,診所                ,114,新北市板橋區,3531018204,嘉恩診所,14.78%,115.0000,4,0,0.4193,0.4553,2022
417,23.0000,1,診所                ,114,新北市土城區,3531130125,秀偉小兒科診所,20.18%,114.0000,4,0,0.4193,0.4553,2022
418,16.0000,1,診所                ,114,新北市新莊區,3531066979,信榮診所,14.04%,114.0000,4,0,0.4193,0.4553,2022
419,20.0000,1,診所                ,114,新北市汐止區,3531112887,德祐小兒科診所,17.54%,114.0000,4,0,0.4193,0.4553,2022
420,18.0000,1,診所                ,114,新北市汐止區,3531112958,新台安診所,15.79%,114.0000,4,0,0.4193,0.4553,2022
421,22.0000,1,診所                ,114,新北市蘆洲區,3531143140,愛林鑫北診所,19.47%,113.0000,4,0,0.4193,0.4553,2022
422,20.0000,1,診所                ,114,新北市板橋區,3531019283,佳恩耳鼻喉科診所,17.7%,113.0000,4,0,0.4193,0.4553,2022
423,16.0000,1,診所                ,114,新北市永和區,3531034244,永愛診所,14.16%,113.0000,4,0,0.4193,0.4553,2022
424,24.0000,1,診所                ,114,新北市板橋區,3531019336,俊亨內科診所,21.24%,113.0000,4,0,0.4193,0.4553,2022
425,26.0000,1,診所                ,114,新北市永和區,3531034744,逸原診所,23.01%,113.0000,4,0,0.4193,0.4553,2022
426,14.0000,1,診所                ,114,新北市樹林區,3531070651,詠聖診所,12.39%,113.0000,4,0,0.4193,0.4553,2022
427,15.0000,1,診所                ,114,新北市三重區,3531022735,至安診所,13.51%,111.0000,4,0,0.4193,0.4553,2022
428,21.0000,1,診所                ,114,新北市汐止區,3531112985,美連心診所,18.92%,111.0000,4,0,0.4193,0.4553,2022
429,17.0000,1,診所                ,114,新北市泰山區,3531161559,佳欣診所,15.32%,111.0000,4,0,0.4193,0.4553,2022
430,18.0000,1,診所                ,114,新北市板橋區,3531019452,新埔立安診所,16.36%,110.0000,4,0,0.4193,0.4553,2022
431,13.0000,1,診所                ,114,新北市板橋區,3531012917,炳榮診所,11.82%,110.0000,4,0,0.4193,0.4553,2022
432,23.0000,1,診所                ,114,新北市樹林區,3531072182,正安診所,20.91%,110.0000,4,0,0.4193,0.4553,2022
433,17.0000,1,診所                ,114,新北市板橋區,3531012588,聖母診所,15.6%,109.0000,4,0,0.4193,0.4553,2022
434,22.0000,1,診所                ,114,新北市雙溪區,3531251414,保惠診所,20.18%,109.0000,4,0,0.4193,0.4553,2022
435,14.0000,1,診所                ,114,新北市板橋區,3531016102,雙十鄭林診所,12.96%,108.0000,4,0,0.4193,0.4553,2022
436,35.0000,1,診所                ,114,新北市中和區,3531043618,郭長堺診所,32.41%,108.0000,4,0,0.4193,0.4553,2022
437,14.0000,1,診所                ,114,新北市中和區,3531044615,廣祥診所,12.96%,108.0000,4,0,0.4193,0.4553,2022
438,11.0000,1,診所                ,114,新北市蘆洲區,3531140354,協和診所,10.28%,107.0000,4,0,0.4193,0.4553,2022
439,8.0000,1,診所                ,114,新北市新莊區,3531060324,鄭骨科耳鼻喉科診所,7.48%,107.0000,4,0,0.4193,0.4553,2022
440,21.0000,1,診所                ,114,新北市中和區,3531046271,安祐診所,19.63%,107.0000,4,0,0.4193,0.4553,2022
441,14.0000,1,診所                ,114,新北市中和區,3531044642,佳和診所,13.08%,107.0000,4,0,0.4193,0.4553,2022
442,12.0000,1,診所                ,114,新北市泰山區,3531161595,王嘉興診所,11.21%,107.0000,4,0,0.4193,0.4553,2022
443,25.0000,1,診所                ,114,新北市蘆洲區,3531142947,本一診所,23.58%,106.0000,4,0,0.4193,0.4553,2022
444,16.0000,1,診所                ,114,新北市土城區,3531130910,維康診所,15.24%,105.0000,4,0,0.4193,0.4553,2022
445,11.0000,1,診所                ,114,新北市土城區,3531131097,城安耳鼻喉科診所,10.48%,105.0000,4,0,0.4193,0.4553,2022
446,13.0000,1,診所                ,114,新北市板橋區,3531018357,榮恩診所,12.5%,104.0000,4,0,0.4193,0.4553,2022
447,20.0000,1,診所                ,114,新北市新莊區,3531064466,佳泰診所,19.23%,104.0000,4,0,0.4193,0.4553,2022
448,26.0000,1,診所                ,114,新北市板橋區,3531015598,基祥西醫診所,25%,104.0000,4,0,0.4193,0.4553,2022
449,20.0000,1,診所                ,114,新北市板橋區,3531013512,蔡利誠診所,19.42%,103.0000,4,0,0.4193,0.4553,2022
450,12.0000,1,診所                ,114,新北市新莊區,3531065794,自立診所,11.65%,103.0000,4,0,0.4193,0.4553,2022
451,9.0000,1,診所                ,114,新北市板橋區,3531017369,安慶診所,8.82%,102.0000,4,0,0.4193,0.4553,2022
452,18.0000,1,診所                ,114,新北市中和區,3531040957,中和李內科診所,17.65%,102.0000,4,0,0.4193,0.4553,2022
453,16.0000,1,診所                ,114,新北市新莊區,3531065123,志安診所,15.84%,101.0000,4,0,0.4193,0.4553,2022
454,61.0000,1,診所                ,114,新北市永和區,3531031761,黃濂輝診所,61%,100.0000,4,0,0.4193,0.4553,2022
455,16.0000,1,診所                ,114,新北市新莊區,3531064304,公園診所,16%,100.0000,4,0,0.4193,0.4553,2022
456,23.0000,1,診所                ,114,新北市中和區,3531045489,杏嘉診所,23%,100.0000,4,0,0.4193,0.4553,2022
457,12.0000,1,診所                ,114,新北市新莊區,3531063389,青青診所,12.12%,99.0000,4,0,0.4193,0.4553,2022
458,76.0000,1,診所                ,114,新北市新莊區,3531065936,宏久診所,76.77%,99.0000,4,0,0.4193,0.4553,2022
459,12.0000,1,診所                ,114,新北市汐止區,3531112725,洪振凱診所,12.12%,99.0000,4,0,0.4193,0.4553,2022
460,19.0000,1,診所                ,114,新北市深坑區,3531181355,瑞和診所,19.19%,99.0000,4,0,0.4193,0.4553,2022
461,7.0000,1,診所                ,114,新北市三重區,3531022780,周宏法診所,7.14%,98.0000,4,0,0.4193,0.4553,2022
462,21.0000,1,診所                ,114,新北市三重區,3531025361,仁暉診所,21.43%,98.0000,4,0,0.4193,0.4553,2022
463,13.0000,1,診所                ,114,新北市中和區,3531042362,家和診所,13.27%,98.0000,4,0,0.4193,0.4553,2022
464,34.0000,1,診所                ,114,新北市新店區,3531052840,信安診所,34.69%,98.0000,4,0,0.4193,0.4553,2022
465,10.0000,1,診所                ,114,新北市蘆洲區,3531140587,宏國診所,10.31%,97.0000,4,0,0.4193,0.4553,2022
466,18.0000,1,診所                ,114,新北市永和區,3531033283,吳志仁診所,18.56%,97.0000,4,0,0.4193,0.4553,2022
467,13.0000,1,診所                ,114,新北市中和區,3531041776,西華診所,13.4%,97.0000,4,0,0.4193,0.4553,2022
468,9.0000,1,診所                ,114,新北市中和區,3531041847,宜生診所,9.28%,97.0000,4,0,0.4193,0.4553,2022
469,19.0000,1,診所                ,114,新北市中和區,3531046100,康陽診所,19.59%,97.0000,4,0,0.4193,0.4553,2022
470,17.0000,1,診所                ,114,新北市新店區,3531053730,碧潭診所,17.53%,97.0000,4,0,0.4193,0.4553,2022
471,21.0000,1,診所                ,114,新北市林口區,3531171368,侯志龍小兒科診所,21.65%,97.0000,4,0,0.4193,0.4553,2022
